CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
795,29,Female,41,65.61,One-Year,DSL,2690.01,Yes,No
796,54,Male,42,67.93,Two-Year,Fiber Optic,2853.06,No,No
797,41,Male,21,24.85,Month-to-Month,None,521.85,No,No
798,50,Male,10,76.13,Month-to-Month,Fiber Optic,761.3,No,No
799,42,Male,38,21.41,Month-to-Month,None,813.58,No,No
800,42,Male,19,54.21,Two-Year,DSL,1029.99,No,Yes
801,53,Female,41,71.47,One-Year,Fiber Optic,2930.27,No,Yes
802,35,Male,23,68.78,One-Year,Fiber Optic,1581.94,No,No
803,43,Male,36,25.83,Month-to-Month,None,929.88,No,Yes
804,36,Male,21,53.83,Month-to-Month,DSL,1130.43,No,No
805,36,Female,12,48.44,Month-to-Month,None,581.28,Yes,No
806,38,Female,72,73.85,One-Year,Fiber Optic,5317.2,No,No
807,44,Female,18,46.33,Two-Year,DSL,833.94,No,No
808,36,Male,22,59.19,Two-Year,DSL,1302.18,Yes,No
809,57,Female,5,58.28,Month-to-Month,DSL,291.4,No,No
810,31,Male,23,86.39,Month-to-Month,Fiber Optic,1986.97,Yes,Yes
811,39,Male,20,63.27,Two-Year,DSL,1265.4,Yes,No
812,36,Female,4,52.84,One-Year,DSL,211.36,No,Yes
813,59,Male,1,31.56,Month-to-Month,None,31.56,No,Yes
814,44,Male,22,59.29,Month-to-Month,DSL,1304.38,No,No
815,54,Male,34,48.69,Month-to-Month,DSL,1655.46,No,No
816,24,Female,17,65.44,Month-to-Month,Fiber Optic,1112.48,No,Yes
817,45,Male,6,87.16,Month-to-Month,Fiber Optic,522.96,Yes,No
818,52,Male,26,94.06,One-Year,Fiber Optic,2445.56,Yes,Yes
819,42,Female,2,85.11,Month-to-Month,Fiber Optic,170.22,No,Yes
820,54,Male,13,99.16,Month-to-Month,Fiber Optic,1289.08,Yes,Yes
821,35,Male,4,74.04,Month-to-Month,Fiber Optic,296.16,No,Yes
822,58,Female,4,41.48,Two-Year,DSL,165.92,No,No
823,69,Male,5,55.37,One-Year,DSL,276.85,Yes,No
824,37,Male,11,71.93,Month-to-Month,Fiber Optic,791.23,No,No
825,36,Male,1,66.61,Two-Year,Fiber Optic,66.61,No,Yes
826,59,Male,12,73.35,Two-Year,Fiber Optic,880.2,No,No
827,60,Male,17,79.34,Month-to-Month,Fiber Optic,1348.78,No,Yes
828,35,Female,15,76.14,Month-to-Month,Fiber Optic,1142.1,No,Yes
829,36,Female,11,62.27,One-Year,DSL,684.97,Yes,No
830,38,Female,43,45.18,Two-Year,DSL,1942.74,No,No
831,25,Female,3,68.64,Two-Year,Fiber Optic,205.92,No,No
832,30,Male,16,70.64,Two-Year,Fiber Optic,1130.24,No,No
833,29,Male,1,73.11,One-Year,Fiber Optic,73.11,No,No
834,32,Male,1,49.83,Month-to-Month,DSL,49.83,No,Yes
835,41,Male,20,93.25,Month-to-Month,Fiber Optic,1865.0,Yes,No
836,44,Male,20,32.13,Month-to-Month,None,642.6,No,Yes
837,60,Female,50,49.65,Month-to-Month,DSL,2482.5,No,No
838,30,Female,19,81.77,One-Year,Fiber Optic,1553.63,Yes,No
839,53,Male,72,46.02,One-Year,None,3313.44,Yes,No
840,39,Male,1,51.14,One-Year,DSL,51.14,No,No
841,41,Male,2,82.95,Month-to-Month,Fiber Optic,165.9,No,Yes
842,50,Female,1,54.63,One-Year,DSL,54.63,No,Yes
843,28,Male,4,72.57,Month-to-Month,Fiber Optic,290.28,No,Yes
844,46,Male,18,54.95,Month-to-Month,DSL,989.1,No,No
845,43,Male,24,28.8,One-Year,None,691.2,No,No
846,47,Female,1,67.79,One-Year,Fiber Optic,67.79,No,Yes
847,45,Male,70,76.89,Two-Year,Fiber Optic,5382.3,Yes,No
848,71,Female,44,78.51,Month-to-Month,Fiber Optic,3454.44,No,No
849,34,Female,8,79.23,Month-to-Month,Fiber Optic,633.84,No,No
850,35,Female,1,78.02,Month-to-Month,Fiber Optic,78.02,No,Yes
851,34,Female,4,37.58,Month-to-Month,None,150.32,No,No
852,35,Female,3,24.56,Two-Year,None,73.68,No,No
853,34,Female,3,93.45,One-Year,Fiber Optic,280.35,Yes,No
854,56,Male,17,36.45,Two-Year,None,619.65,Yes,No
855,59,Male,6,84.94,Month-to-Month,Fiber Optic,509.64,Yes,No
856,35,Male,10,73.08,Two-Year,Fiber Optic,730.8,Yes,No
857,32,Female,72,72.77,Month-to-Month,Fiber Optic,5239.44,No,No
858,47,Male,27,60.73,Two-Year,DSL,1639.71,Yes,Yes
859,35,Female,71,72.63,Month-to-Month,DSL,5156.73,Yes,No
860,49,Female,3,56.22,Month-to-Month,DSL,168.66,No,Yes
861,44,Female,11,69.04,Month-to-Month,Fiber Optic,759.44,No,Yes
862,23,Male,19,79.23,Two-Year,Fiber Optic,1505.37,Yes,No
863,60,Female,1,73.14,Month-to-Month,Fiber Optic,73.14,No,Yes
864,63,Female,0,21.12,Month-to-Month,None,0.0,No,No
865,34,Male,26,76.59,Two-Year,Fiber Optic,1991.34,Yes,No
866,37,Male,24,86.15,Month-to-Month,Fiber Optic,2067.6,Yes,No
867,45,Female,12,62.17,Month-to-Month,DSL,746.04,No,Yes
868,46,Female,16,55.96,Month-to-Month,DSL,895.36,No,No
869,49,Male,12,78.31,Month-to-Month,Fiber Optic,939.72,No,No
870,66,Male,0,74.26,Two-Year,Fiber Optic,0.0,Yes,Yes
871,39,Male,9,76.92,One-Year,Fiber Optic,692.28,No,No
872,32,Female,4,61.51,Month-to-Month,DSL,246.04,No,No
873,25,Male,2,72.01,Two-Year,Fiber Optic,144.02,Yes,No
874,33,Male,72,51.47,Month-to-Month,DSL,3705.84,No,No
875,41,Male,21,57.48,Month-to-Month,DSL,1207.08,No,Yes
876,63,Female,31,73.22,Month-to-Month,DSL,2269.82,Yes,No
877,35,Male,9,51.61,Month-to-Month,DSL,464.49,No,Yes
878,44,Male,11,53.47,Month-to-Month,DSL,588.17,No,No
879,41,Male,6,60.31,Two-Year,DSL,361.86,Yes,No
880,56,Male,2,29.02,One-Year,None,58.04,No,No
881,72,Male,4,75.99,Month-to-Month,DSL,303.96,Yes,No
882,35,Female,38,48.59,One-Year,DSL,1846.42,No,No
883,36,Female,27,71.25,One-Year,DSL,1923.75,Yes,No
884,54,Female,19,77.48,Two-Year,Fiber Optic,1472.12,Yes,No
885,50,Male,15,45.69,Two-Year,DSL,685.35,No,No
886,64,Female,61,34.09,Month-to-Month,None,2079.49,No,No
887,49,Female,1,32.88,One-Year,None,32.88,No,No
888,37,Female,7,70.54,One-Year,DSL,493.78,Yes,No
889,49,Male,10,79.25,One-Year,Fiber Optic,792.5,Yes,No
890,55,Male,36,52.67,Month-to-Month,DSL,1896.12,No,No
891,51,Female,72,79.11,Month-to-Month,Fiber Optic,5695.92,No,Yes
892,48,Female,6,90.21,Month-to-Month,Fiber Optic,541.26,Yes,No
893,54,Male,49,49.63,Month-to-Month,DSL,2431.87,No,No
894,56,Male,42,57.29,Month-to-Month,DSL,2406.18,No,No
895,58,Female,6,67.85,One-Year,Fiber Optic,407.1,No,No
896,49,Male,12,83.97,Month-to-Month,Fiber Optic,1007.64,No,No
897,39,Female,12,73.84,One-Year,DSL,886.08,Yes,No
898,43,Male,72,78.02,Month-to-Month,Fiber Optic,5617.44,No,No
899,56,Female,4,87.12,Two-Year,Fiber Optic,348.48,Yes,No
900,32,Female,38,30.32,Month-to-Month,None,1152.16,No,No
901,46,Male,9,58.83,Month-to-Month,DSL,529.47,No,No
902,37,Female,31,78.27,One-Year,Fiber Optic,2426.37,No,No
903,42,Female,13,68.6,Two-Year,Fiber Optic,891.8,No,No
904,57,Female,20,48.35,Two-Year,DSL,967.0,No,No
905,44,Male,42,66.48,Month-to-Month,Fiber Optic,2792.16,No,No
906,42,Male,39,74.58,Month-to-Month,Fiber Optic,2908.62,No,No
907,25,Male,48,30.71,Two-Year,None,1474.08,No,No
908,50,Female,1,59.73,Month-to-Month,DSL,59.73,No,No
909,49,Male,28,87.9,One-Year,Fiber Optic,2461.2,Yes,No
910,67,Female,3,87.29,Month-to-Month,Fiber Optic,261.87,Yes,No
911,38,Female,12,35.12,Month-to-Month,None,421.44,Yes,No
912,44,Male,19,52.52,Month-to-Month,DSL,997.88,No,No
913,44,Male,12,28.48,Month-to-Month,None,341.76,No,No
914,60,Female,17,27.01,One-Year,None,459.17,No,No
915,40,Female,72,52.28,Two-Year,DSL,3764.16,No,No
916,45,Male,3,39.93,Month-to-Month,None,119.79,No,No
917,49,Male,27,41.06,Two-Year,None,1108.62,Yes,No
918,44,Male,12,68.92,Month-to-Month,DSL,827.04,Yes,Yes
919,36,Female,3,73.7,Month-to-Month,Fiber Optic,221.1,No,Yes
920,44,Female,4,90.62,Month-to-Month,Fiber Optic,362.48,Yes,No
921,54,Female,71,45.77,Two-Year,DSL,3249.67,No,No
922,29,Female,50,52.82,One-Year,DSL,2641.0,No,No
923,43,Female,57,54.39,One-Year,DSL,3100.23,No,No
924,33,Male,72,50.44,Two-Year,DSL,3631.68,No,No
925,56,Male,5,73.42,One-Year,Fiber Optic,367.1,No,No
926,23,Female,10,64.95,Two-Year,DSL,649.5,Yes,No
927,35,Female,26,20.08,One-Year,None,522.08,No,No
928,46,Male,15,70.37,Two-Year,Fiber Optic,1055.55,No,No
929,60,Male,13,66.64,Month-to-Month,DSL,866.32,Yes,No
930,41,Male,10,84.52,Month-to-Month,Fiber Optic,845.2,Yes,Yes
931,35,Male,21,69.48,Month-to-Month,Fiber Optic,1459.08,No,No
932,64,Female,20,47.17,Month-to-Month,None,943.4,Yes,No
933,24,Male,4,65.44,One-Year,DSL,261.76,Yes,No
934,18,Female,15,46.59,Month-to-Month,DSL,698.85,No,No
935,47,Male,19,30.77,One-Year,None,584.63,No,No
936,35,Male,20,37.8,Month-to-Month,None,756.0,Yes,No
937,29,Male,5,90.7,Month-to-Month,Fiber Optic,453.5,Yes,No
938,50,Female,32,76.19,Month-to-Month,Fiber Optic,2438.08,No,No
939,44,Female,0,66.99,Two-Year,DSL,0.0,Yes,No
940,35,Male,10,83.91,Month-to-Month,Fiber Optic,839.1,No,Yes
941,26,Female,36,48.18,Month-to-Month,DSL,1734.48,No,No
942,52,Female,19,66.25,One-Year,DSL,1258.75,Yes,No
943,49,Male,7,41.44,One-Year,None,290.08,Yes,Yes
944,40,Male,28,72.17,Month-to-Month,DSL,2020.76,Yes,Yes
945,64,Female,20,91.08,Month-to-Month,Fiber Optic,1821.6,Yes,Yes
946,29,Female,38,43.24,Month-to-Month,None,1643.12,Yes,No
947,23,Female,31,47.52,Two-Year,DSL,1473.12,No,No
948,33,Male,22,39.42,Month-to-Month,None,867.24,Yes,No
949,41,Male,16,34.94,Month-to-Month,None,559.04,No,Yes
950,44,Female,3,77.3,Month-to-Month,Fiber Optic,231.9,No,No
951,39,Male,7,74.59,Month-to-Month,DSL,522.13,Yes,No
952,46,Male,13,65.03,One-Year,DSL,845.39,Yes,No
953,26,Female,21,86.72,Month-to-Month,Fiber Optic,1821.12,Yes,No
954,59,Female,17,64.61,Month-to-Month,DSL,1098.37,Yes,No
955,41,Male,8,56.79,Month-to-Month,DSL,454.32,No,Yes
956,55,Male,0,39.8,Month-to-Month,None,0.0,Yes,No
957,46,Female,16,64.24,Month-to-Month,DSL,1027.84,No,Yes
958,47,Male,8,61.62,Two-Year,Fiber Optic,492.96,No,No
959,48,Male,31,53.55,One-Year,DSL,1660.05,No,No
960,47,Female,0,74.55,Two-Year,Fiber Optic,0.0,No,Yes
961,49,Female,21,29.7,Two-Year,None,623.7,No,No
962,57,Male,68,67.33,One-Year,DSL,4578.44,Yes,No
963,44,Male,4,65.16,Month-to-Month,DSL,260.64,Yes,Yes
964,50,Male,15,64.69,One-Year,Fiber Optic,970.35,No,Yes
965,40,Female,2,84.47,Two-Year,Fiber Optic,168.94,Yes,No
966,59,Male,23,78.4,One-Year,Fiber Optic,1803.2,No,No
967,33,Male,19,52.81,Month-to-Month,DSL,1003.39,No,Yes
968,63,Female,12,49.3,Month-to-Month,DSL,591.6,No,No
969,41,Female,17,20.0,Two-Year,None,340.0,No,No
970,24,Male,54,23.84,One-Year,None,1287.36,No,No
971,43,Female,5,66.99,Two-Year,Fiber Optic,334.95,No,Yes
972,33,Female,0,38.0,Month-to-Month,None,0.0,No,Yes
973,52,Male,47,78.37,Month-to-Month,Fiber Optic,3683.39,No,Yes
974,34,Female,20,76.53,Month-to-Month,Fiber Optic,1530.6,No,No
975,36,Female,53,50.35,One-Year,DSL,2668.55,No,No
976,19,Male,21,72.08,Month-to-Month,Fiber Optic,1513.68,No,No
977,36,Female,39,82.03,Month-to-Month,Fiber Optic,3199.17,No,Yes
978,18,Male,13,50.4,Two-Year,DSL,655.2,No,No
979,22,Male,33,64.49,Month-to-Month,Fiber Optic,2128.17,No,No
980,51,Female,58,77.97,Two-Year,Fiber Optic,4522.26,Yes,No
981,51,Female,20,70.71,Month-to-Month,Fiber Optic,1414.2,No,No
982,47,Female,4,78.54,Two-Year,Fiber Optic,314.16,Yes,No
983,30,Male,7,31.17,One-Year,None,218.19,No,No
984,41,Female,5,49.02,Two-Year,DSL,245.1,No,No
985,41,Male,6,67.15,Two-Year,Fiber Optic,402.9,No,No
986,28,Female,8,96.57,Month-to-Month,Fiber Optic,772.56,Yes,Yes
987,60,Female,19,71.52,Month-to-Month,Fiber Optic,1358.88,No,Yes
988,52,Female,21,64.32,Month-to-Month,DSL,1350.72,No,No
989,39,Male,13,63.31,One-Year,DSL,823.03,Yes,No
990,42,Female,22,40.9,Two-Year,None,899.8,Yes,No
991,44,Female,2,73.59,Month-to-Month,Fiber Optic,147.18,No,No
992,18,Male,2,29.09,One-Year,None,58.18,No,No
993,39,Male,4,92.22,Month-to-Month,Fiber Optic,368.88,Yes,No
994,33,Female,17,69.45,Two-Year,Fiber Optic,1180.65,No,No
995,29,Female,5,23.61,Two-Year,None,118.05,No,No
996,38,Female,7,69.39,Month-to-Month,Fiber Optic,485.73,No,No
997,63,Male,12,87.52,Month-to-Month,Fiber Optic,1050.24,No,No
998,49,Male,40,72.58,Month-to-Month,Fiber Optic,2903.2,No,No
999,35,Male,0,31.82,One-Year,None,0.0,No,No
1000,48,Male,25,66.96,Month-to-Month,Fiber Optic,1674.0,No,No
1001,58,Female,26,88.6,Month-to-Month,Fiber Optic,2303.6,Yes,No
1002,53,Male,38,69.36,Month-to-Month,DSL,2635.68,Yes,No
1003,42,Male,64,32.36,Month-to-Month,None,2071.04,No,Yes
1004,34,Male,0,41.39,Month-to-Month,DSL,0.0,No,Yes
1005,50,Female,4,72.04,One-Year,Fiber Optic,288.16,No,No
1006,46,Female,52,69.25,Month-to-Month,Fiber Optic,3601.0,No,No
1007,52,Male,14,72.79,One-Year,Fiber Optic,1019.06,No,Yes
1008,49,Male,19,66.33,One-Year,Fiber Optic,1260.27,No,No
1009,54,Female,26,65.72,Month-to-Month,DSL,1708.72,Yes,No
1010,35,Female,27,73.63,Month-to-Month,Fiber Optic,1988.01,No,Yes
1011,57,Female,64,80.5,One-Year,Fiber Optic,5152.0,Yes,No
1012,44,Female,72,24.86,Two-Year,None,1789.92,No,No
1013,66,Female,30,64.03,Month-to-Month,DSL,1920.9,Yes,Yes
1014,33,Female,8,20.83,Month-to-Month,None,166.64,No,No
1015,62,Female,50,95.09,Month-to-Month,Fiber Optic,4754.5,Yes,No
1016,44,Female,1,36.59,One-Year,None,36.59,Yes,No
1017,34,Male,6,89.11,Month-to-Month,Fiber Optic,534.66,Yes,No
1018,36,Male,54,78.76,Month-to-Month,Fiber Optic,4253.04,No,No
1019,38,Male,7,25.58,One-Year,None,179.06,No,No
1020,47,Male,5,24.58,One-Year,None,122.9,No,No
1021,48,Male,3,76.13,Month-to-Month,Fiber Optic,228.39,No,Yes
1022,35,Male,47,60.59,Month-to-Month,DSL,2847.73,No,No
1023,41,Female,16,65.7,One-Year,Fiber Optic,1051.2,No,Yes
1024,67,Female,26,74.25,Month-to-Month,Fiber Optic,1930.5,No,No
1025,62,Male,6,61.34,Month-to-Month,DSL,368.04,Yes,Yes
1026,47,Male,34,61.23,Two-Year,DSL,2081.82,Yes,No
1027,42,Female,34,30.17,Month-to-Month,None,1025.78,No,No
1028,43,Female,8,48.19,One-Year,DSL,385.52,No,No
1029,49,Female,12,65.44,Two-Year,Fiber Optic,785.28,No,No
1030,29,Male,5,47.96,Month-to-Month,DSL,239.8,No,No
1031,38,Female,72,70.39,Month-to-Month,DSL,5068.08,Yes,No
1032,21,Male,24,57.26,One-Year,DSL,1374.24,No,Yes
1033,46,Male,65,44.56,Two-Year,DSL,2896.4,No,No
1034,49,Female,8,64.7,Two-Year,Fiber Optic,517.6,No,No
1035,36,Female,36,30.89,One-Year,None,1112.04,No,No
1036,60,Male,34,61.06,Month-to-Month,DSL,2076.04,No,No
1037,27,Female,28,64.16,One-Year,Fiber Optic,1796.48,No,Yes
1038,24,Female,72,89.16,Month-to-Month,Fiber Optic,6419.52,Yes,No
1039,44,Male,12,46.42,Month-to-Month,None,557.04,Yes,No
1040,54,Female,3,74.49,Month-to-Month,Fiber Optic,223.47,No,Yes
1041,62,Male,26,62.62,Month-to-Month,Fiber Optic,1628.12,No,No
1042,36,Male,31,87.88,One-Year,Fiber Optic,2724.28,Yes,No
1043,54,Female,20,37.6,Month-to-Month,None,752.0,No,No
1044,41,Male,5,55.58,Month-to-Month,DSL,277.9,No,Yes
1045,39,Male,16,69.84,Month-to-Month,Fiber Optic,1117.44,No,No
1046,52,Female,8,38.19,Two-Year,None,305.52,Yes,No
1047,49,Female,13,79.66,One-Year,Fiber Optic,1035.58,No,No
1048,23,Female,24,79.55,Month-to-Month,Fiber Optic,1909.2,No,No
1049,59,Male,32,78.2,Month-to-Month,Fiber Optic,2502.4,No,No
1050,58,Male,6,56.78,Month-to-Month,DSL,340.68,No,Yes
1051,34,Female,12,78.02,Two-Year,Fiber Optic,936.24,Yes,No
1052,46,Male,7,70.3,One-Year,Fiber Optic,492.1,No,No
1053,47,Female,5,89.61,Month-to-Month,Fiber Optic,448.05,Yes,Yes
1054,45,Female,36,88.11,One-Year,Fiber Optic,3171.96,Yes,No
1055,35,Male,57,37.54,Month-to-Month,None,2139.78,No,No
1056,33,Female,11,54.53,Two-Year,DSL,599.83,No,No
1057,41,Male,33,67.9,Month-to-Month,Fiber Optic,2240.7,No,Yes
1058,56,Male,54,91.12,Month-to-Month,Fiber Optic,4920.48,Yes,No
1059,48,Female,44,78.68,Month-to-Month,Fiber Optic,3461.92,No,No
1060,37,Male,4,58.09,Month-to-Month,DSL,232.36,No,Yes
1061,51,Female,72,64.67,Two-Year,Fiber Optic,4656.24,No,No
1062,18,Male,11,44.57,Month-to-Month,None,490.27,No,No
1063,55,Male,9,61.75,Two-Year,Fiber Optic,555.75,No,Yes
1064,21,Male,1,23.35,One-Year,None,23.35,No,No
1065,37,Female,15,46.17,Month-to-Month,None,692.55,Yes,No
1066,28,Male,2,80.58,Month-to-Month,DSL,161.16,Yes,No
1067,26,Female,6,65.82,Month-to-Month,DSL,394.92,Yes,No
1068,55,Male,9,27.24,One-Year,None,245.16,No,Yes
1069,36,Male,39,35.39,Month-to-Month,None,1380.21,No,No
1070,46,Female,50,54.91,Month-to-Month,DSL,2745.5,No,No
1071,41,Female,8,68.33,Month-to-Month,DSL,546.64,Yes,No
1072,47,Female,46,69.19,One-Year,DSL,3182.74,Yes,No
1073,42,Female,46,46.36,Month-to-Month,None,2132.56,Yes,No
1074,26,Female,34,75.15,Month-to-Month,DSL,2555.1,Yes,Yes
1075,53,Male,3,81.46,Month-to-Month,Fiber Optic,244.38,No,No
1076,36,Male,28,31.54,Month-to-Month,None,883.12,No,Yes
1077,23,Female,69,50.81,Two-Year,DSL,3505.89,No,No
1078,36,Male,27,76.07,Month-to-Month,Fiber Optic,2053.89,No,No
1079,60,Male,9,51.7,Two-Year,DSL,465.3,No,No
1080,52,Male,16,28.76,One-Year,None,460.16,No,No
1081,37,Female,24,66.5,One-Year,DSL,1596.0,Yes,No
1082,37,Male,17,76.93,One-Year,Fiber Optic,1307.81,No,No
1083,38,Male,3,82.58,Month-to-Month,Fiber Optic,247.74,No,Yes
1084,66,Male,8,47.46,Month-to-Month,DSL,379.68,No,Yes
1085,46,Female,38,66.55,One-Year,DSL,2528.9,Yes,No
1086,47,Male,47,86.56,Month-to-Month,Fiber Optic,4068.32,Yes,No
1087,54,Male,3,65.02,One-Year,DSL,195.06,Yes,No
1088,44,Female,72,32.01,Month-to-Month,None,2304.72,No,No
1089,38,Female,9,30.01,Two-Year,None,270.09,No,No
1090,39,Male,26,70.72,One-Year,Fiber Optic,1838.72,No,No
1091,41,Male,33,65.43,Month-to-Month,Fiber Optic,2159.19,No,No
1092,41,Female,40,85.17,Month-to-Month,Fiber Optic,3406.8,Yes,No
1093,50,Female,69,32.76,One-Year,None,2260.44,No,No
1094,42,Female,9,58.23,One-Year,Fiber Optic,524.07,No,Yes
1095,50,Female,46,60.94,Month-to-Month,DSL,2803.24,No,No
1096,41,Female,3,51.85,Two-Year,DSL,155.55,No,No
1097,42,Female,29,96.58,Month-to-Month,Fiber Optic,2800.82,Yes,No
1098,18,Female,32,89.01,Month-to-Month,Fiber Optic,2848.32,Yes,No
1099,52,Male,27,58.22,Two-Year,Fiber Optic,1571.94,No,Yes
1100,46,Female,6,51.44,Two-Year,DSL,308.64,No,No
1101,53,Female,49,77.3,One-Year,Fiber Optic,3787.7,No,No
1102,18,Male,4,53.66,Two-Year,DSL,214.64,No,No
1103,67,Female,1,51.69,Month-to-Month,DSL,51.69,No,No
1104,40,Female,30,67.89,Two-Year,Fiber Optic,2036.7,No,No
1105,55,Male,15,52.34,Month-to-Month,DSL,785.1,No,Yes
1106,29,Female,45,70.9,Month-to-Month,Fiber Optic,3190.5,No,No
1107,49,Male,11,94.78,Month-to-Month,Fiber Optic,1042.58,Yes,No
1108,29,Male,4,69.01,Month-to-Month,Fiber Optic,276.04,No,Yes
1109,34,Male,43,70.53,Month-to-Month,Fiber Optic,3032.79,No,No
1110,64,Male,19,49.48,Month-to-Month,DSL,940.12,No,No
1111,39,Female,5,47.55,Month-to-Month,DSL,237.75,No,Yes
1112,44,Male,30,30.73,Month-to-Month,None,921.9,No,Yes
1113,52,Male,17,76.77,One-Year,Fiber Optic,1305.09,No,No
1114,47,Female,22,89.08,Month-to-Month,Fiber Optic,1959.76,Yes,Yes
1115,43,Male,14,47.47,Month-to-Month,DSL,664.58,No,Yes
1116,46,Male,42,75.24,One-Year,Fiber Optic,3160.08,No,No
1117,70,Male,42,75.09,Two-Year,Fiber Optic,3153.78,No,No
1118,41,Male,29,82.43,One-Year,Fiber Optic,2390.47,Yes,No
1119,44,Female,2,87.61,Month-to-Month,Fiber Optic,175.22,Yes,No
1120,54,Male,43,68.95,One-Year,DSL,2964.85,Yes,No
1121,55,Female,26,63.11,Month-to-Month,DSL,1640.86,No,Yes
1122,56,Female,28,42.4,Month-to-Month,None,1187.2,Yes,Yes
1123,49,Male,10,23.34,Month-to-Month,None,233.4,No,No
1124,28,Male,50,65.84,Two-Year,DSL,3292.0,Yes,No
1125,61,Male,31,94.0,Month-to-Month,Fiber Optic,2914.0,Yes,Yes
1126,28,Male,2,70.03,Month-to-Month,DSL,140.06,Yes,Yes
1127,45,Female,12,67.21,Month-to-Month,DSL,806.52,Yes,No
1128,32,Female,52,53.97,Two-Year,DSL,2806.44,No,No
1129,41,Female,1,54.76,One-Year,DSL,54.76,No,Yes
1130,45,Male,72,71.16,Month-to-Month,Fiber Optic,5123.52,No,No
1131,45,Female,27,85.73,One-Year,Fiber Optic,2314.71,Yes,No
1132,47,Male,23,63.24,Month-to-Month,DSL,1454.52,Yes,No
1133,61,Male,7,55.51,One-Year,DSL,388.57,No,Yes
1134,47,Male,6,28.69,Month-to-Month,None,172.14,No,No
1135,39,Male,68,61.04,Two-Year,DSL,4150.72,Yes,No
1136,53,Male,8,74.84,Month-to-Month,Fiber Optic,598.72,No,No
1137,56,Female,35,52.44,One-Year,DSL,1835.4,No,No
1138,27,Female,11,94.47,Month-to-Month,Fiber Optic,1039.17,Yes,No
1139,49,Male,3,57.96,Month-to-Month,DSL,173.88,No,Yes
1140,50,Female,0,69.22,Month-to-Month,DSL,0.0,Yes,Yes
1141,38,Male,18,58.82,Month-to-Month,DSL,1058.76,No,No
1142,58,Male,72,72.0,Month-to-Month,DSL,5184.0,Yes,No
1143,40,Male,11,69.22,One-Year,Fiber Optic,761.42,No,No
1144,43,Female,10,89.38,Month-to-Month,Fiber Optic,893.8,Yes,Yes
1145,39,Male,10,51.55,One-Year,DSL,515.5,No,No
1146,42,Male,17,65.27,Two-Year,DSL,1109.59,Yes,No
1147,28,Female,13,69.51,One-Year,Fiber Optic,903.63,No,Yes
1148,24,Female,50,69.4,One-Year,Fiber Optic,3470.0,No,No
1149,61,Female,16,37.85,One-Year,None,605.6,No,No
1150,31,Male,17,79.7,Month-to-Month,Fiber Optic,1354.9,No,Yes
1151,30,Male,3,64.08,Two-Year,Fiber Optic,192.24,No,Yes
1152,18,Female,72,92.85,Month-to-Month,Fiber Optic,6685.2,Yes,No
1153,34,Male,6,43.31,One-Year,None,259.86,Yes,No
1154,26,Female,1,30.36,One-Year,None,30.36,No,No
1155,61,Female,26,70.69,Month-to-Month,DSL,1837.94,Yes,No
1156,54,Male,21,60.95,Month-to-Month,DSL,1279.95,No,No
1157,33,Male,12,71.73,Month-to-Month,DSL,860.76,Yes,No
1158,69,Female,13,67.22,Two-Year,Fiber Optic,873.86,No,No
1159,53,Female,36,72.19,Two-Year,Fiber Optic,2598.84,No,No
1160,38,Female,5,76.17,Month-to-Month,Fiber Optic,380.85,No,No
1161,18,Female,41,52.83,One-Year,DSL,2166.03,No,No
1162,69,Male,25,82.41,Two-Year,Fiber Optic,2060.25,Yes,Yes
1163,25,Female,13,29.53,Month-to-Month,None,383.89,No,No
1164,22,Female,14,70.05,Month-to-Month,DSL,980.7,Yes,No
1165,54,Female,7,68.46,One-Year,Fiber Optic,479.22,No,No
1166,71,Male,33,64.12,Two-Year,Fiber Optic,2115.96,No,No
1167,58,Male,17,22.51,Two-Year,None,382.67,No,No
1168,48,Female,9,38.04,Month-to-Month,None,342.36,Yes,No
1169,49,Male,21,85.6,Month-to-Month,Fiber Optic,1797.6,Yes,Yes
1170,52,Male,72,89.13,Month-to-Month,Fiber Optic,6417.36,Yes,Yes
1171,51,Male,13,45.52,Month-to-Month,None,591.76,Yes,No
1172,45,Female,60,88.64,Month-to-Month,Fiber Optic,5318.4,Yes,No
1173,43,Female,10,41.06,One-Year,DSL,410.6,No,No
1174,41,Male,1,97.87,Month-to-Month,Fiber Optic,97.87,Yes,No
1175,32,Female,5,54.39,Two-Year,DSL,271.95,No,No
1176,38,Female,13,77.23,Month-to-Month,Fiber Optic,1003.99,No,Yes
1177,21,Male,5,37.56,One-Year,None,187.8,No,No
1178,40,Male,0,85.11,Month-to-Month,Fiber Optic,0.0,Yes,Yes
1179,30,Female,59,99.44,Month-to-Month,Fiber Optic,5866.96,Yes,Yes
1180,28,Male,44,50.17,Month-to-Month,DSL,2207.48,No,No
1181,44,Female,32,82.07,Two-Year,Fiber Optic,2626.24,Yes,No
1182,58,Female,4,43.77,Two-Year,DSL,175.08,No,Yes
1183,53,Male,3,70.07,Month-to-Month,DSL,210.21,Yes,No
1184,23,Female,1,76.93,Month-to-Month,Fiber Optic,76.93,No,No
1185,30,Female,30,48.8,Two-Year,DSL,1464.0,No,No
1186,53,Male,63,78.57,Month-to-Month,Fiber Optic,4949.91,No,Yes
1187,30,Male,13,90.5,Month-to-Month,Fiber Optic,1176.5,Yes,No
